observed_on_details.date,species_guess,public_positional_accuracy,quality_metrics,taxon.name,geojson.coordinates,owners_identification_from_vision,identifications_count,num_identification_disagreements,location,place_guess,latitude,longitude
2022-05-28,Harlekin-Marienkäfer,135.0,[],Harmonia axyridis,"[-0.1414924206, 50.849933753]",True,4,1,"[50.849933753, -0.1414924206]","Varndean College, Brighton, England, GB",50.849933753,-0.1414924206
2022-05-28,Asian Lady Beetle,8.0,[],Harmonia axyridis,"[-0.86457437, 51.38844536]",False,1,0,"[51.38844536, -0.86457437]","Barkham, UK",51.38844536,-0.86457437
2022-05-26,Harlekin-Marienkäfer,521.0,[],Harmonia axyridis,"[-2.9225252, 54.9038139]",False,1,0,"[54.9038139, -2.9225252]","Rickerby Park, Carlisle, UK",54.9038139,-2.9225252
2022-05-28,Biedronka azjatycka,35.0,[],Harmonia axyridis,"[0.0253481194, 51.446762085]",True,1,0,"[51.446762085, 0.0253481194]",London,51.446762085,0.0253481194
2022-05-28,Biedronka azjatycka,61.0,[],Harmonia axyridis,"[-0.0726880861, 51.5486574521]",False,2,0,"[51.5486574521, -0.0726880861]","Dalston, London, UK",51.5486574521,-0.0726880861
2022-05-28,Coccinelle asiatique,15285.0,[],Harmonia axyridis,"[-1.8904011324, 52.4866127762]",False,1,0,"[52.4866127762, -1.8904011324]",Birmingham,52.4866127762,-1.8904011324
2022-05-28,Harlekin-Marienkäfer,408.0,[],Harmonia axyridis,"[-0.5507703912, 53.1979384942]",False,1,0,"[53.1979384942, -0.5507703912]","Brant Road, Lincoln, England, GB",53.1979384942,-0.5507703912
2022-05-28,Asian Lady Beetle,6.0,[],Harmonia axyridis,"[-1.4518103, 52.40568223]",False,1,0,"[52.40568223, -1.4518103]","Coventry CV2, UK",52.40568223,-1.4518103
2022-05-28,Biedronka azjatycka,699.0,[],Harmonia axyridis,"[-0.0339041017, 51.5026855469]",True,2,0,"[51.5026855469, -0.0339041017]",Greater London,51.5026855469,-0.0339041017
2022-05-28,Harlekin-Marienkäfer,25.0,[],Harmonia axyridis,"[-0.3831557566, 50.8382681203]",True,1,0,"[50.8382681203, -0.3831557566]","Hill Barn Golf Club, Worthing, England, GB",50.8382681203,-0.3831557566
2022-05-28,Harlekin-Marienkäfer,519.0,[],Harmonia axyridis,"[-0.0733732068, 51.4212623372]",False,1,0,"[51.4212623372, -0.0733732068]","Crystal Palace Park, London, England, GB",51.4212623372,-0.0733732068
2022-05-28,Harlekin-Marienkäfer,1.0,[],Harmonia axyridis,"[-1.9055893905, 53.2546348897]",True,1,0,"[53.2546348897, -1.9055893905]","Buxton SK17, UK",53.2546348897,-1.9055893905
2022-05-28,Asian Lady Beetle,1879.0,[],Harmonia axyridis,"[-2.20451475, 51.3195568]",True,1,0,"[51.3195568, -2.20451475]","Trowbridge Park, Trowbridge, England, GB",51.3195568,-2.20451475
2022-05-28,Harlekin-Marienkäfer,1879.0,[],Harmonia axyridis,"[-2.20451475, 51.3195568]",True,1,0,"[51.3195568, -2.20451475]","Trowbridge Park, Trowbridge, England, GB",51.3195568,-2.20451475
2022-05-28,Harlekin-Marienkäfer,23.0,[],Harmonia axyridis,"[-2.6257552207, 51.4775239085]",True,1,0,"[51.4775239085, -2.6257552207]","Bristol BS9, UK",51.4775239085,-2.6257552207
2022-05-28,Harlekin-Marienkäfer,9.0,[],Harmonia axyridis,"[-2.55112224, 51.49252826]",False,1,0,"[51.49252826, -2.55112224]","Stoke Gifford, Bristol, UK",51.49252826,-2.55112224
2022-05-26,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[0.1291777778, 51.0089527778]",False,1,0,"[51.0089527778, 0.1291777778]","High Hurstwood, Uckfield TN22, UK",51.0089527778,0.1291777778
2022-05-28,Asian Lady Beetle,55.0,[],Harmonia axyridis,"[-1.4658350874, 52.4113383461]",True,1,0,"[52.4113383461, -1.4658350874]","Longfellow Road, Coventry, England, GB",52.4113383461,-1.4658350874
2022-05-28,Harlekin-Marienkäfer,55.0,[],Harmonia axyridis,"[-2.2209336758, 51.8485221863]",True,1,0,"[51.8485221863, -2.2209336758]",Gloucester,51.8485221863,-2.2209336758
2022-05-28,Asian Lady Beetle,25972.0,[],Harmonia axyridis,"[-1.2609136049, 52.9323448995]",False,1,0,"[52.9323448995, -1.2609136049]","England, GB",52.9323448995,-1.2609136049
2022-05-28,Harlekin-Marienkäfer,41.0,[],Harmonia axyridis,"[0.4802714292, 51.738484409]",,2,0,"[51.738484409, 0.4802714292]","Victoria Road, Chelmsford, England, GB",51.738484409,0.4802714292
2022-05-28,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-2.4002385923, 53.4989371344]",False,2,0,"[53.4989371344, -2.4002385923]",RHS Bridgewater,53.4989371344,-2.4002385923
2022-05-28,Harlekin-Marienkäfer,20.0,[],Harmonia axyridis,"[-1.5838886, 52.3365378]",False,1,0,"[52.3365378, -1.5838886]","Kenilworth CV8, UK",52.3365378,-1.5838886
2022-05-28,Asian Lady Beetle,8.0,[],Harmonia axyridis,"[-0.205716379, 51.6062036699]",False,4,1,"[51.6062036699, -0.205716379]","London NW7, UK",51.6062036699,-0.205716379
2022-05-27,Asian Lady Beetle,8.0,[],Harmonia axyridis,"[-0.6982811132, 52.6580544041]",True,1,0,"[52.6580544041, -0.6982811132]","Rutland, UK",52.6580544041,-0.6982811132
2022-05-28,Asian Lady Beetle,12.0,[],Harmonia axyridis,"[0.1867729425, 52.1569509365]",False,1,0,"[52.1569509365, 0.1867729425]","Babraham, Cambridge CB22 3AX, UK",52.1569509365,0.1867729425
2022-05-28,Asian Lady Beetle,,[],Harmonia axyridis,"[0.1342361111, 52.3948722222]",False,1,0,"[52.3948722222, 0.1342361111]","Sutton, Ely CB6 2QE, UK",52.3948722222,0.1342361111
2022-05-28,Asian Lady Beetle,65.0,[],Harmonia axyridis,"[-3.0293447971, 53.2537612915]",True,4,1,"[53.2537612915, -3.0293447971]",Neston,53.2537612915,-3.0293447971
2022-05-28,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-1.3222716667, 52.0284721667]",True,4,1,"[52.0284721667, -1.3222716667]","Adderbury, Banbury, England, GB",52.0284721667,-1.3222716667
2022-05-28,Asian Lady Beetle,3.0,[],Harmonia axyridis,"[-1.3232383333, 52.0289221667]",True,2,0,"[52.0289221667, -1.3232383333]","Adderbury, Banbury, England, GB",52.0289221667,-1.3232383333
2022-05-04,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-2.8283166667, 52.4360166667]",False,1,0,"[52.4360166667, -2.8283166667]","Craven Arms Discovery Centre, Shropshire, England, United Kingdom",52.4360166667,-2.8283166667
2022-05-25,Asian Lady Beetle,82.0,[],Harmonia axyridis,"[-2.920602, 51.353158]",True,1,0,"[51.353158, -2.920602]","Moor Lane, Worle, Weston-super-Mare, UK",51.353158,-2.920602
2022-05-28,Harlekin-Marienkäfer,12.0,[],Harmonia axyridis,"[-0.1900402258, 51.4059889921]",True,1,0,"[51.4059889921, -0.1900402258]","Morden Hall Park, London, England, GB",51.4059889921,-0.1900402258
2022-05-22,,94.0,[],Harmonia axyridis,"[-2.6037312533, 53.6789192275]",False,0,0,"[53.6789192275, -2.6037312533]","Chapel Lane, Chorley, England, GB",53.6789192275,-2.6037312533
2022-05-27,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[0.74298, 51.53218]",True,1,0,"[51.53218, 0.74298]","Southchurch, Essex, England, UK",51.53218,0.74298
2022-05-27,Harlekin-Marienkäfer,4.0,[],Harmonia axyridis,"[0.0946221667, 52.1998333333]",True,1,0,"[52.1998333333, 0.0946221667]","Gough Way, Cambridge, England, GB",52.1998333333,0.0946221667
2022-05-27,Harlekin-Marienkäfer,4.0,[],Harmonia axyridis,"[-2.4682666667, 51.5332116667]",False,2,0,"[51.5332116667, -2.4682666667]","Jubilee Allotments, Bristol, England, GB",51.5332116667,-2.4682666667
2022-05-27,Asian Lady Beetle,28.0,[],Harmonia axyridis,"[-3.0136416667, 51.1265945]",False,3,0,"[51.1265945, -3.0136416667]","Wembdon Ct, Bridgwater, England, GB",51.1265945,-3.0136416667
2022-05-27,Asian Lady Beetle,75.0,[],Harmonia axyridis,"[-2.6327602765, 53.7684738421]",True,4,1,"[53.7684738421, -2.6327602765]","Lancashire, UK",53.7684738421,-2.6327602765
2022-05-26,Harlekin-Marienkäfer,3104.0,[],Harmonia axyridis,"[-1.5664580092, 52.4245734627]",False,3,0,"[52.4245734627, -1.5664580092]",Allesley,52.4245734627,-1.5664580092
2022-05-27,Asian Lady Beetle,19.0,[],Harmonia axyridis,"[-0.1241153486, 50.8420309888]",False,1,0,"[50.8420309888, -0.1241153486]","Thompson Road, Brighton, England, GB",50.8420309888,-0.1241153486
2022-05-27,Asian Lady Beetle,183.0,[],Harmonia axyridis,"[-2.3983421177, 53.4996733835]",True,1,0,"[53.4996733835, -2.3983421177]","RHS Bridgewater, Worsley, Manchester M28 2LJ, UK",53.4996733835,-2.3983421177
2022-05-27,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-1.2070654442, 52.959251287]",False,1,0,"[52.959251287, -1.2070654442]","Wollaton, Nottingham NG8, UK",52.959251287,-1.2070654442
2022-05-27,Biedronka azjatycka,168.0,[],Harmonia axyridis,"[-1.9907274842, 52.5196029036]",False,1,0,"[52.5196029036, -1.9907274842]","Outfit, Unit Su10 New Square Shopping Centre, West Bromwich B70 7PP, UK",52.5196029036,-1.9907274842
2022-05-27,Harlekin-Marienkäfer,6.0,[],Harmonia axyridis,"[-0.0413416667, 51.444405]",True,1,0,"[51.444405, -0.0413416667]","Brockley Park, London, England, GB",51.444405,-0.0413416667
2022-05-27,Asian Lady Beetle,5.0,[],Harmonia axyridis,"[-0.0413555, 51.4443333333]",True,1,0,"[51.4443333333, -0.0413555]","Brockley Park, London, England, GB",51.4443333333,-0.0413555
2022-05-26,Harlekin-Marienkäfer,26229.0,[],Harmonia axyridis,"[-0.1796095719, 51.2180599998]",False,2,0,"[51.2180599998, -0.1796095719]","England, GB",51.2180599998,-0.1796095719
2022-05-27,Harlekin-Marienkäfer,2.0,[],Harmonia axyridis,"[-3.1087419874, 51.0164413225]",True,1,0,"[51.0164413225, -3.1087419874]","Taunton, UK",51.0164413225,-3.1087419874
2022-05-27,Asian Lady Beetle,523.0,[],Harmonia axyridis,"[-1.2456417549, 52.3601919646]",True,4,1,"[52.3601919646, -1.2456417549]","Great Central Walk, Rugby, England, GB",52.3601919646,-1.2456417549
2022-05-26,Asian Lady Beetle,31.0,[],Harmonia axyridis,"[-0.397139, 50.857714]",False,2,0,"[50.857714, -0.397139]",Cissbury fields,50.857714,-0.397139
2022-05-13,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-1.8535930556, 50.7840519444]",True,1,0,"[50.7840519444, -1.8535930556]","Aviation Park Cafe, East Parley, Christchurch BH23 6HH, UK",50.7840519444,-1.8535930556
2022-05-27,Harlekin-Marienkäfer,5.0,[],Harmonia axyridis,"[-1.0822347924, 51.4825047622]",,2,0,"[51.4825047622, -1.0822347924]","Pangbourne, Reading RG8, UK",51.4825047622,-1.0822347924
2022-05-27,Harlekin-Marienkäfer,9.0,[],Harmonia axyridis,"[-1.0823316872, 51.4826565555]",True,2,0,"[51.4826565555, -1.0823316872]","Pangbourne, Reading RG8, UK",51.4826565555,-1.0823316872
2022-05-27,Asian Lady Beetle,2232.0,[],Harmonia axyridis,"[-0.3636274114, 53.7417862607]",False,4,1,"[53.7417862607, -0.3636274114]",HU3,53.7417862607,-0.3636274114
2022-05-27,Harlekin-Marienkäfer,35.0,[],Harmonia axyridis,"[-0.1173026292, 51.5273914589]",True,1,0,"[51.5273914589, -0.1173026292]","Ampton St, London, England, GB",51.5273914589,-0.1173026292
2022-05-26,Harlekin-Marienkäfer,8.0,[],Harmonia axyridis,"[-0.4475, 51.0176583333]",,2,0,"[51.0176583333, -0.4475]","Broomfield Dr, Billingshurst, England, GB",51.0176583333,-0.4475
2022-05-27,Harlekin-Marienkäfer,4.0,[],Harmonia axyridis,"[0.03795, 51.5703366667]",True,1,0,"[51.5703366667, 0.03795]","Warren Road, London, England, GB",51.5703366667,0.03795
2022-05-27,Biedronka azjatycka,48.0,[],Harmonia axyridis,"[0.7662116, 51.5405104]",,2,0,"[51.5405104, 0.7662116]","Southend-on-Sea SS1, UK",51.5405104,0.7662116
2022-05-27,Asian Lady Beetle,19.0,[],Harmonia axyridis,"[-2.7628015977, 53.4625032243]",False,4,0,"[53.4625032243, -2.7628015977]","St George's Ave, St Helens, England, GB",53.4625032243,-2.7628015977
2022-05-22,Asian Lady Beetle,1414.0,[],Harmonia axyridis,"[-1.7827716667, 53.5706883333]",True,1,0,"[53.5706883333, -1.7827716667]","Back Lane, Holmfirth, England, GB",53.5706883333,-1.7827716667
2022-05-27,Harlekin-Marienkäfer,184.0,[],Harmonia axyridis,"[-1.9578764588, 52.3921225793]",False,4,1,"[52.3921225793, -1.9578764588]",B31 3NY,52.3921225793,-1.9578764588
2022-05-27,Asian Lady Beetle,4065.0,[],Harmonia axyridis,"[-1.320226863, 53.5834629253]",False,4,1,"[53.5834629253, -1.320226863]","South Kirkby and Moorthorpe, UK",53.5834629253,-1.320226863
2022-05-26,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-0.5730239722, 51.433663]",True,1,0,"[51.433663, -0.5730239722]","Englefield Green, UK",51.433663,-0.5730239722
2022-05-26,Asian Lady Beetle,8.0,[],Harmonia axyridis,"[-3.734925, 53.3014666667]",True,4,1,"[53.3014666667, -3.734925]","Chatsworth Close, Colwyn Bay, Wales, GB",53.3014666667,-3.734925
2022-05-26,Asian Lady Beetle,196.0,[],Harmonia axyridis,"[-0.7117449492, 52.4895551084]",,2,0,"[52.4895551084, -0.7117449492]",Boating Lake,52.4895551084,-0.7117449492
2022-05-26,Asian Lady Beetle,,[],Harmonia axyridis,"[1.2567261583, 52.6065949361]",,2,0,"[52.6065949361, 1.2567261583]","Norwich NR4, UK",52.6065949361,1.2567261583
2022-05-26,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[1.2567202694, 52.6065954667]",False,1,0,"[52.6065954667, 1.2567202694]","Norwich NR4, UK",52.6065954667,1.2567202694
2022-05-21,Harlekin-Marienkäfer,4.0,[],Harmonia axyridis,"[-1.337975, 51.4193216667]",True,1,0,"[51.4193216667, -1.337975]","Shaw cum Donnington CP, Newbury, England, GB",51.4193216667,-1.337975
2022-05-22,Harlekin-Marienkäfer,4.0,[],Harmonia axyridis,"[-1.3218633333, 51.34615]",True,1,0,"[51.34615, -1.3218633333]","Well St, Newbury, England, GB",51.34615,-1.3218633333
2022-05-26,Asian Lady Beetle,,[],Harmonia axyridis,"[-2.75317384, 52.71176711]",False,2,0,"[52.71176711, -2.75317384]","Shrewsbury, UK",52.71176711,-2.75317384
2022-05-25,Asian Lady Beetle,,[],Harmonia axyridis,"[-2.75315318, 52.71175517]",False,1,0,"[52.71175517, -2.75315318]","Shrewsbury, UK",52.71175517,-2.75315318
2022-05-26,Asian Lady Beetle,25813.0,[],Harmonia axyridis,"[-1.6987365017, 53.8837094595]",True,1,0,"[53.8837094595, -1.6987365017]","West Yorkshire, England, GB",53.8837094595,-1.6987365017
2022-05-26,Asian Lady Beetle,25813.0,[],Harmonia axyridis,"[-1.6801786968, 53.9792190561]",True,1,0,"[53.9792190561, -1.6801786968]","West Yorkshire, England, GB",53.9792190561,-1.6801786968
2022-05-26,Harlekin-Marienkäfer,73.0,[],Harmonia axyridis,"[1.4506509528, 52.6117385847]",True,1,0,"[52.6117385847, 1.4506509528]","Strumpshaw, Norwich NR13 4HS, UK",52.6117385847,1.4506509528
2022-05-26,Asian Lady Beetle,512.0,[],Harmonia axyridis,"[-1.1887325719, 52.6717325396]",False,1,0,"[52.6717325396, -1.1887325719]","Anstey, Leicester LE7, UK",52.6717325396,-1.1887325719
2022-05-26,Asian Lady Beetle,10.0,[],Harmonia axyridis,"[-1.5219983831, 52.6504758994]",False,1,0,"[52.6504758994, -1.5219983831]",Twycross Zoo,52.6504758994,-1.5219983831
2022-05-19,Asian Lady Beetle,3.0,[],Harmonia axyridis,"[-2.3698366667, 51.3677366667]",False,1,0,"[51.3677366667, -2.3698366667]","Englishcombe Lane, Bath, England, GB",51.3677366667,-2.3698366667
2022-05-26,Asian Lady Beetle,5.0,[],Harmonia axyridis,"[0.2382527778, 52.0267444444]",True,1,0,"[52.0267444444, 0.2382527778]","Saffron Walden, UK",52.0267444444,0.2382527778
2022-05-26,Asian Lady Beetle,1673.0,[],Harmonia axyridis,"[-0.0131300938, 51.486484812]",True,1,0,"[51.486484812, -0.0131300938]","Ferry St, London, England, GB",51.486484812,-0.0131300938
2022-05-26,Asian Lady Beetle,12.0,[],Harmonia axyridis,"[1.5399, 52.4491216667]",True,1,0,"[52.4491216667, 1.5399]","Barsham, Beccles, England, GB",52.4491216667,1.5399
2022-05-24,Asian Lady Beetle,5.0,[],Harmonia axyridis,"[-1.0509528333, 51.277755]",True,4,1,"[51.277755, -1.0509528333]","The Mill Field, Basingstoke, England, GB",51.277755,-1.0509528333
2022-05-26,Asian Lady Beetle,35.0,[],Harmonia axyridis,"[-0.0239291987, 51.0121260306]",True,2,0,"[51.0121260306, -0.0239291987]","High Weald AONB, Haywards Heath, England, GB",51.0121260306,-0.0239291987
2022-05-26,Biedronka azjatycka,80.0,[],Harmonia axyridis,"[-0.7687202911, 52.7194820014]",True,2,0,"[52.7194820014, -0.7687202911]","Foxhill, Oakham, England, GB",52.7194820014,-0.7687202911
2022-05-26,Harlekin-Marienkäfer,9.0,[],Harmonia axyridis,"[-0.2631444109, 51.4702861133]",True,1,0,"[51.4702861133, -0.2631444109]","Thames Path, London, England, GB",51.4702861133,-0.2631444109
2022-05-25,Harlekin-Marienkäfer,14778.0,[],Harmonia axyridis,"[-1.470085, 53.381129]",False,2,0,"[53.381129, -1.470085]",英國謝菲爾德,53.381129,-1.470085
2022-05-25,Harlekin-Marienkäfer,15.0,[],Harmonia axyridis,"[-0.1513945, 51.4450916667]",True,1,0,"[51.4450916667, -0.1513945]","Balham High Road, London, England, GB",51.4450916667,-0.1513945
2022-05-18,Asian Lady Beetle,7.0,[],Harmonia axyridis,"[-1.4139883333, 50.92957]",False,3,0,"[50.92957, -1.4139883333]","Southampton Common, Southampton, England, GB",50.92957,-1.4139883333
2022-05-25,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-0.585964, 51.4327669722]",True,1,0,"[51.4327669722, -0.585964]","Helipad, Englefield Green, Egham TW20 0XB, UK",51.4327669722,-0.585964
2022-05-25,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-0.5859619722, 51.432765]",False,2,0,"[51.432765, -0.5859619722]","Helipad, Englefield Green, Egham TW20 0XB, UK",51.432765,-0.5859619722
2022-05-18,Божья коровка-арлекин,19.0,[],Harmonia axyridis,"[-1.4045833333, 50.9241783333]",True,1,0,"[50.9241783333, -1.4045833333]","Blenheim Ave, Southampton, England, GB",50.9241783333,-1.4045833333
2022-05-25,Asian Lady Beetle,,[],Harmonia axyridis,"[-2.7485833333, 53.2157805556]",False,2,0,"[53.2157805556, -2.7485833333]","Ashton Hayes, UK",53.2157805556,-2.7485833333
2022-05-19,Harlekin-Marienkäfer,1617.0,[],Harmonia axyridis,"[-1.552155, 53.661066]",True,1,0,"[53.661066, -1.552155]","Horbury, Wakefield, UK",53.661066,-1.552155
2022-05-19,Harlekin-Marienkäfer,1617.0,[],Harmonia axyridis,"[-1.552155, 53.661066]",True,1,0,"[53.661066, -1.552155]","Horbury, Wakefield, UK",53.661066,-1.552155
2022-05-19,Harlekin-Marienkäfer,1617.0,[],Harmonia axyridis,"[-1.552155, 53.661066]",True,1,0,"[53.661066, -1.552155]","Horbury, Wakefield, UK",53.661066,-1.552155
2022-05-25,Harlekin-Marienkäfer,26164.0,[],Harmonia axyridis,"[-1.0609716036, 51.7427851584]",False,2,0,"[51.7427851584, -1.0609716036]","Oxfordshire, England, GB",51.7427851584,-1.0609716036
2022-05-25,Asian Lady Beetle,5.0,[],Harmonia axyridis,"[-1.1135254428, 53.4960316681]",True,4,1,"[53.4960316681, -1.1135254428]","Loversall CP, Doncaster, England, GB",53.4960316681,-1.1135254428
2022-05-25,Harlekin-Marienkäfer,12.0,[],Harmonia axyridis,"[-1.56882877, 54.54135195]",False,1,0,"[54.54135195, -1.56882877]","Darlington DL3, UK",54.54135195,-1.56882877
2022-05-24,,35.0,[],Harmonia axyridis,"[-0.2394116667, 51.4989466667]",False,1,0,"[51.4989466667, -0.2394116667]","Goldhawk Road, London, England, GB",51.4989466667,-0.2394116667
2022-05-25,Asian Lady Beetle,7.0,[],Harmonia axyridis,"[-2.2372569423, 51.4175366052]",True,1,0,"[51.4175366052, -2.2372569423]","Cotswolds AONB, Corsham, England, GB",51.4175366052,-2.2372569423
2022-05-21,Asian Lady Beetle,,[],Harmonia axyridis,"[-3.0102383, 51.5984772997]",False,1,0,"[51.5984772997, -3.0102383]","Allt-yr-Yn, Newport, UK",51.5984772997,-3.0102383
2022-05-24,Asian Lady Beetle,5.0,[],Harmonia axyridis,"[-1.4686133333, 52.41388]",True,1,0,"[52.41388, -1.4686133333]","Ansty Road, Coventry, England, GB",52.41388,-1.4686133333
2022-05-21,Harlekin-Marienkäfer,15.0,[],Harmonia axyridis,"[-0.3897528006, 51.4219072385]",True,4,1,"[51.4219072385, -0.3897528006]","Hampton, UK",51.4219072385,-0.3897528006
2022-05-24,Harlekin-Marienkäfer,26196.0,[],Harmonia axyridis,"[-1.979222954, 51.4242201203]",True,2,0,"[51.4242201203, -1.979222954]","Wiltshire, England, GB",51.4242201203,-1.979222954
2022-05-24,Asian Lady Beetle,191.0,[],Harmonia axyridis,"[-1.85721986, 52.4648141585]",False,2,0,"[52.4648141585, -1.85721986]","Birmingham B10, UK",52.4648141585,-1.85721986
2022-05-24,Asian Lady Beetle,12.0,[],Harmonia axyridis,"[-2.2111712304, 51.7496966801]",True,1,0,"[51.7496966801, -2.2111712304]","Upper Springfield Road, Stroud, England, GB",51.7496966801,-2.2111712304
2022-05-24,Asian Lady Beetle,,[],Harmonia axyridis,"[-1.31805, 53.7432638889]",True,1,0,"[53.7432638889, -1.31805]","Ledsham, UK",53.7432638889,-1.31805
2022-05-19,Harlekinkatica,120.0,[],Harmonia axyridis,"[-2.1966930047, 53.53563645]",True,3,0,"[53.53563645, -2.1966930047]","Banbury Road, Alkrington, Middleton, Gtr Manchester, UK",53.53563645,-2.1966930047
2022-05-24,Asian Lady Beetle,35.0,[],Harmonia axyridis,"[-2.0249874592, 52.4017753601]",True,4,1,"[52.4017753601, -2.0249874592]",Birmingham,52.4017753601,-2.0249874592
2022-05-24,Asian Lady Beetle,,[],Harmonia axyridis,"[-0.4753833333, 51.5103833333]",True,1,0,"[51.5103833333, -0.4753833333]","West Drayton, UK",51.5103833333,-0.4753833333
2022-05-24,Asian Lady Beetle,,[],Harmonia axyridis,"[0.3288888889, 51.155]",,2,0,"[51.155, 0.3288888889]","Pembury, Tunbridge Wells TN2, UK",51.155,0.3288888889
2022-05-24,Asian Lady Beetle,,[],Harmonia axyridis,"[-3.0275944444, 53.8727722222]",True,1,0,"[53.8727722222, -3.0275944444]","Thornton-Cleveleys FY5, UK",53.8727722222,-3.0275944444
2022-05-24,Asian Lady Beetle,14.0,[],Harmonia axyridis,"[-0.1746596174, 51.5192322807]",True,2,0,"[51.5192322807, -0.1746596174]","North Wharf Road, London, England, GB",51.5192322807,-0.1746596174
2022-05-21,Harlekin-Marienkäfer,15.0,[],Harmonia axyridis,"[-2.9451412738, 54.8744281067]",True,1,0,"[54.8744281067, -2.9451412738]","Cumbria, UK",54.8744281067,-2.9451412738
